,Unnamed: 0,video_path,label
0,1,../data/short_videos/1/1_1.mp4,0
1,2,../data/short_videos/1/1_10.mp4,0
2,3,../data/short_videos/1/1_100.mp4,0
3,4,../data/short_videos/1/1_101.mp4,0
4,5,../data/short_videos/1/1_102.mp4,0
5,6,../data/short_videos/1/1_103.mp4,0
6,7,../data/short_videos/1/1_104.mp4,0
7,8,../data/short_videos/1/1_105.mp4,0
8,9,../data/short_videos/1/1_106.mp4,0
9,10,../data/short_videos/1/1_107.mp4,0
10,11,../data/short_videos/1/1_108.mp4,0
11,13,../data/short_videos/1/1_11.mp4,0
12,14,../data/short_videos/1/1_110.mp4,0
13,15,../data/short_videos/1/1_111.mp4,0
14,16,../data/short_videos/1/1_112.mp4,0
15,17,../data/short_videos/1/1_113.mp4,0
16,18,../data/short_videos/1/1_114.mp4,0
17,19,../data/short_videos/1/1_115.mp4,0
18,20,../data/short_videos/1/1_116.mp4,0
19,21,../data/short_videos/1/1_117.mp4,0
20,22,../data/short_videos/1/1_118.mp4,0
21,23,../data/short_videos/1/1_119.mp4,0
22,24,../data/short_videos/1/1_12.mp4,0
23,25,../data/short_videos/1/1_120.mp4,0
24,26,../data/short_videos/1/1_121.mp4,0
25,27,../data/short_videos/1/1_122.mp4,0
26,28,../data/short_videos/1/1_123.mp4,0
27,29,../data/short_videos/1/1_124.mp4,0
28,30,../data/short_videos/1/1_125.mp4,0
29,32,../data/short_videos/1/1_127.mp4,0
30,33,../data/short_videos/1/1_128.mp4,0
31,34,../data/short_videos/1/1_129.mp4,0
32,35,../data/short_videos/1/1_13.mp4,0
33,36,../data/short_videos/1/1_130.mp4,0
34,38,../data/short_videos/1/1_132.mp4,0
35,39,../data/short_videos/1/1_133.mp4,0
36,40,../data/short_videos/1/1_134.mp4,0
37,41,../data/short_videos/1/1_135.mp4,0
38,42,../data/short_videos/1/1_136.mp4,0
39,43,../data/short_videos/1/1_137.mp4,0
40,44,../data/short_videos/1/1_138.mp4,0
41,46,../data/short_videos/1/1_14.mp4,0
42,47,../data/short_videos/1/1_140.mp4,0
43,48,../data/short_videos/1/1_141.mp4,0
44,49,../data/short_videos/1/1_142.mp4,0
45,50,../data/short_videos/1/1_143.mp4,0
46,51,../data/short_videos/1/1_144.mp4,0
47,52,../data/short_videos/1/1_145.mp4,0
48,53,../data/short_videos/1/1_146.mp4,0
49,54,../data/short_videos/1/1_147.mp4,0
50,55,../data/short_videos/1/1_148.mp4,0
51,56,../data/short_videos/1/1_149.mp4,0
52,57,../data/short_videos/1/1_15.mp4,0
53,58,../data/short_videos/1/1_150.mp4,0
54,59,../data/short_videos/1/1_151.mp4,0
55,60,../data/short_videos/1/1_152.mp4,0
56,61,../data/short_videos/1/1_153.mp4,0
57,62,../data/short_videos/1/1_154.mp4,0
58,63,../data/short_videos/1/1_155.mp4,0
59,64,../data/short_videos/1/1_156.mp4,0
60,65,../data/short_videos/1/1_157.mp4,0
61,66,../data/short_videos/1/1_158.mp4,0
62,67,../data/short_videos/1/1_159.mp4,0
63,68,../data/short_videos/1/1_16.mp4,0
64,69,../data/short_videos/1/1_160.mp4,0
65,70,../data/short_videos/1/1_161.mp4,0
66,71,../data/short_videos/1/1_162.mp4,0
67,72,../data/short_videos/1/1_163.mp4,0
68,73,../data/short_videos/1/1_164.mp4,0
69,74,../data/short_videos/1/1_165.mp4,0
70,75,../data/short_videos/1/1_166.mp4,0
71,76,../data/short_videos/1/1_167.mp4,0
72,77,../data/short_videos/1/1_168.mp4,0
73,78,../data/short_videos/1/1_169.mp4,0
74,80,../data/short_videos/1/1_170.mp4,0
75,81,../data/short_videos/1/1_171.mp4,0
76,82,../data/short_videos/1/1_172.mp4,0
77,83,../data/short_videos/1/1_173.mp4,0
78,85,../data/short_videos/1/1_175.mp4,0
79,86,../data/short_videos/1/1_176.mp4,0
80,87,../data/short_videos/1/1_177.mp4,0
81,88,../data/short_videos/1/1_178.mp4,0
82,89,../data/short_videos/1/1_179.mp4,0
83,90,../data/short_videos/1/1_18.mp4,0
84,91,../data/short_videos/1/1_180.mp4,0
85,93,../data/short_videos/1/1_182.mp4,0
86,94,../data/short_videos/1/1_183.mp4,0
87,95,../data/short_videos/1/1_184.mp4,0
88,96,../data/short_videos/1/1_185.mp4,0
89,97,../data/short_videos/1/1_186.mp4,0
90,98,../data/short_videos/1/1_187.mp4,0
91,99,../data/short_videos/1/1_188.mp4,0
92,100,../data/short_videos/1/1_189.mp4,0
93,101,../data/short_videos/1/1_19.mp4,0
94,102,../data/short_videos/1/1_190.mp4,0
95,103,../data/short_videos/1/1_191.mp4,0
96,104,../data/short_videos/1/1_192.mp4,0
97,105,../data/short_videos/1/1_193.mp4,0
98,106,../data/short_videos/1/1_194.mp4,0
99,107,../data/short_videos/1/1_195.mp4,0
100,108,../data/short_videos/1/1_196.mp4,0
101,109,../data/short_videos/1/1_197.mp4,0
102,110,../data/short_videos/1/1_198.mp4,0
103,111,../data/short_videos/1/1_199.mp4,0
104,112,../data/short_videos/1/1_2.mp4,0
105,113,../data/short_videos/1/1_20.mp4,0
106,114,../data/short_videos/1/1_200.mp4,0
107,115,../data/short_videos/1/1_201.mp4,0
108,116,../data/short_videos/1/1_202.mp4,0
109,117,../data/short_videos/1/1_203.mp4,0
110,118,../data/short_videos/1/1_204.mp4,0
111,120,../data/short_videos/1/1_206.mp4,0
112,121,../data/short_videos/1/1_207.mp4,0
113,122,../data/short_videos/1/1_208.mp4,0
114,124,../data/short_videos/1/1_21.mp4,0
115,125,../data/short_videos/1/1_210.mp4,0
116,126,../data/short_videos/1/1_211.mp4,0
117,127,../data/short_videos/1/1_212.mp4,0
118,128,../data/short_videos/1/1_213.mp4,0
119,129,../data/short_videos/1/1_214.mp4,0
120,130,../data/short_videos/1/1_215.mp4,0
121,131,../data/short_videos/1/1_216.mp4,0
122,132,../data/short_videos/1/1_217.mp4,0
123,133,../data/short_videos/1/1_218.mp4,0
124,134,../data/short_videos/1/1_219.mp4,0
125,135,../data/short_videos/1/1_22.mp4,0
126,136,../data/short_videos/1/1_220.mp4,0
127,137,../data/short_videos/1/1_221.mp4,0
128,138,../data/short_videos/1/1_222.mp4,0
129,139,../data/short_videos/1/1_223.mp4,0
130,140,../data/short_videos/1/1_224.mp4,0
131,141,../data/short_videos/1/1_225.mp4,0
132,142,../data/short_videos/1/1_226.mp4,0
133,143,../data/short_videos/1/1_227.mp4,0
134,144,../data/short_videos/1/1_228.mp4,0
135,145,../data/short_videos/1/1_229.mp4,0
136,146,../data/short_videos/1/1_23.mp4,0
137,147,../data/short_videos/1/1_230.mp4,0
138,148,../data/short_videos/1/1_231.mp4,0
139,149,../data/short_videos/1/1_232.mp4,0
140,150,../data/short_videos/1/1_233.mp4,0
141,151,../data/short_videos/1/1_234.mp4,0
142,152,../data/short_videos/1/1_235.mp4,0
143,153,../data/short_videos/1/1_236.mp4,0
144,154,../data/short_videos/1/1_237.mp4,0
145,155,../data/short_videos/1/1_238.mp4,0
146,156,../data/short_videos/1/1_239.mp4,0
147,157,../data/short_videos/1/1_24.mp4,0
148,158,../data/short_videos/1/1_240.mp4,0
149,159,../data/short_videos/1/1_241.mp4,0
150,160,../data/short_videos/1/1_242.mp4,0
151,161,../data/short_videos/1/1_243.mp4,0
152,162,../data/short_videos/1/1_244.mp4,0
153,163,../data/short_videos/1/1_245.mp4,0
154,164,../data/short_videos/1/1_246.mp4,0
155,165,../data/short_videos/1/1_247.mp4,0
156,166,../data/short_videos/1/1_248.mp4,0
157,167,../data/short_videos/1/1_249.mp4,0
158,169,../data/short_videos/1/1_250.mp4,0
159,170,../data/short_videos/1/1_251.mp4,0
160,171,../data/short_videos/1/1_252.mp4,0
161,172,../data/short_videos/1/1_253.mp4,0
162,173,../data/short_videos/1/1_254.mp4,0
163,174,../data/short_videos/1/1_255.mp4,0
164,175,../data/short_videos/1/1_256.mp4,0
165,176,../data/short_videos/1/1_257.mp4,0
166,177,../data/short_videos/1/1_258.mp4,0
167,178,../data/short_videos/1/1_259.mp4,0
168,179,../data/short_videos/1/1_26.mp4,0
169,180,../data/short_videos/1/1_260.mp4,0
170,181,../data/short_videos/1/1_261.mp4,0
171,182,../data/short_videos/1/1_262.mp4,0
172,183,../data/short_videos/1/1_263.mp4,0
173,184,../data/short_videos/1/1_264.mp4,0
174,185,../data/short_videos/1/1_265.mp4,0
175,186,../data/short_videos/1/1_266.mp4,0
176,187,../data/short_videos/1/1_267.mp4,0
177,188,../data/short_videos/1/1_268.mp4,0
178,190,../data/short_videos/1/1_27.mp4,0
179,192,../data/short_videos/1/1_271.mp4,0
180,194,../data/short_videos/1/1_273.mp4,0
181,195,../data/short_videos/1/1_274.mp4,0
182,196,../data/short_videos/1/1_275.mp4,0
183,197,../data/short_videos/1/1_276.mp4,0
184,198,../data/short_videos/1/1_277.mp4,0
185,199,../data/short_videos/1/1_278.mp4,0
186,200,../data/short_videos/1/1_279.mp4,0
187,201,../data/short_videos/1/1_28.mp4,0
188,204,../data/short_videos/1/1_282.mp4,0
189,205,../data/short_videos/1/1_283.mp4,0
